K,index,func_id,expr,ssl_root,ssl_abs,ssl_ok,ssl_time_ms,baseline_root,baseline_abs,baseline_ok,baseline_time_ms,winner
20,77,0,(2.38162 * exp(-0.421717*x) * cos(2.60946*x) - -0.992358)/3.37398 = 0,nan,inf,False,2.455325004120823,0.8463655300267827,1.8515760468778032e-11,True,2.2192639953573234,baseline
20,78,13,(0.5*3.49681*x^2 + 1.06954*x^3 + 0.720647*x^4 - 2.13943)/2.13943 = 0,nan,inf,False,3.14170699857641,-1.1946100856655768,2.45306341603421e-11,True,1.9399770026211627,baseline
20,79,10,(635.799*exp(-3.70922/(1+x)) - 62.8665)/47.2915 = 0,nan,inf,False,2.048940004897304,0.6030379971835766,2.1473666278359758e-11,True,1.99499299924355,baseline
20,80,0,(1.1284 * exp(-0.207335*x) * cos(2.0654*x) - -0.00613036)/1.13453 = 0,nan,inf,False,2.4868370019248687,19.154804302636258,9.906015453109297e-11,True,2.2148580028442666,baseline
20,81,0,(2.64962 * exp(-0.450314*x) * cos(1.44361*x) - 0.425979)/2.22364 = 0,nan,inf,False,2.0961320042260922,0.9180190607545159,3.3182519350299606e-12,True,2.167785001802258,baseline
20,82,13,0.5*4.33989*x^2 + -1.28218*x^3 + 1.00293*x^4 - 0.495014 = 0,nan,inf,False,3.8308720031636767,0.5284717435943569,4.7212400655638476e-11,True,1.8297080023330636,baseline
20,83,12,(4.64728*exp(-0.302419*x)*sin(2.4108*x) - 1.0549)/1.0549 = 0,nan,inf,False,2.5261850023525767,1.1666923577919044,2.4577089923458627e-11,True,2.242063004814554,baseline
20,84,6,(24.32 + (58.603-24.32)*exp(-0.0918457*x)*cosh(0.559979*x) - 80.3992)/21.7962 = 0,nan,inf,False,2.145482001651544,2.3897398607733322,3.657977095991083e-11,True,2.4282369995489717,baseline
20,85,12,1.74713*exp(-0.579581*x)*sin(1.86364*x) - -0.239604 = 0,nan,inf,False,2.2685470030410215,2.9203248054005058,5.918393553017154e-11,True,2.2143669993965887,baseline
20,86,13,(0.5*0.560258*x^2 + -1.35023*x^3 + 0.658265*x^4 - 1.08338)/1.08338 = 0,nan,inf,False,2.6951159961754456,-0.7868095052251838,5.015997012214778e-11,True,1.8418129984638654,baseline
20,87,13,0.5*2.10577*x^2 + 0.273485*x^3 + 1.05666*x^4 - 0.759975 = 0,nan,inf,False,3.3498400007374585,0.6674174746363772,9.17604880967815e-11,True,1.778562000254169,baseline
20,88,12,3.44908*exp(-0.751452*x)*sin(2.21203*x) - -0.530794 = 0,nan,inf,False,2.1042110020061955,2.3407862326088926,9.584222304681589e-11,True,2.140040996891912,baseline
20,89,0,(0.685644 * exp(-0.737536*x) * cos(0.871835*x) - -0.810338)/1.49598 = 0,nan,inf,False,2.08998000016436,nan,inf,False,1.4512519992422312,none
20,90,12,1.00949*exp(-0.441684*x)*sin(1.92186*x) - 0.0747422 = 0,nan,inf,False,2.8348990017548203,0.03923556874832475,4.4689058009694804e-11,True,2.099803001328837,baseline
20,91,11,(0.662128*(exp(2.54568*x)-1) - -1.56088)/1.56088 = 0,nan,inf,False,5.144702998222783,nan,inf,False,1.346968005236704,none
20,92,6,(10.3703 + (30.3857-10.3703)*exp(-0.441541*x)*cosh(0.712747*x) - 48.3526)/17.9669 = 0,nan,inf,False,2.448384002491366,4.914563688346389,1.151578398198819e-11,True,2.1525319971260615,baseline
20,93,12,(3.89705*exp(-0.566705*x)*sin(2.21443*x) - 1.08638)/1.08638 = 0,nan,inf,False,2.815808002196718,1.1618830316336268,6.337891851525069e-11,True,2.1543840048252605,baseline
20,94,12,1.03589*exp(-0.66345*x)*sin(1.36381*x) - 0.76705 = 0,nan,inf,False,2.445047997753136,nan,inf,False,1.447760994778946,none
20,95,5,(4.9481*exp(-0.576321*x)*sin(2.76671*x) - -1.94658)/1.94658 = 0,nan,inf,False,2.5157880008919165,nan,inf,False,1.5262949964380823,none
20,96,10,(543.851*exp(-1.08881/(1+x)) - 78.3836)/104.686 = 0,nan,inf,False,2.5547920013195835,nan,inf,False,1.3748119963565841,none
20,97,5,(1.24239*exp(-0.454873*x)*sin(2.02477*x) - -1.67114)/1.67114 = 0,nan,inf,False,2.580396998382639,nan,inf,False,1.487674999225419,none
20,98,5,4.64415*exp(-0.727043*x)*sin(2.51151*x) - -0.708111 = 0,nan,inf,False,2.5749609994818456,1.4281516665423433,2.0853208049231853e-11,True,2.2099449997767806,baseline
20,99,13,(0.5*0.726513*x^2 + -0.924543*x^3 + 0.801163*x^4 - 2.08348)/2.08348 = 0,nan,inf,False,3.8046139961807057,-0.9991815080859103,5.462381687690558e-11,True,1.8850179985747673,baseline
20,100,13,(0.5*4.50498*x^2 + -0.661078*x^3 + 1.27149*x^4 - 2.61456)/2.61456 = 0,nan,inf,False,2.7637820021482185,0.9661921639612538,1.9596207514389198e-11,True,1.8298610011697747,baseline
20,101,0,0.653996 * exp(-0.45894*x) * cos(1.05554*x) - 0.404495 = 0,nan,inf,False,2.2159820000524633,0.591445396819753,8.552164532105166e-11,True,2.0946799995726906,baseline
20,102,1,(0.718624*exp(-0.129836*x)*cos(1.22011*x) + 1.76182*cos(0.762565*x) - -0.384967)/2.86541 = 0,nan,inf,False,2.298416002304293,5.675764881461962,5.624164319557604e-11,True,2.2963410010561347,baseline
20,103,12,2.18357*exp(-0.57145*x)*sin(1.29213*x) - 0.118621 = 0,nan,inf,False,2.1755990019300953,0.04311344203080135,8.471862100734029e-12,True,2.1572580008069053,baseline
20,104,9,1.14294 + -1.23877*x + -2.6619*log(1+-0.210358*x) - 0.275682 = 0,nan,inf,False,2.3677829958614893,3.4015615418874776,2.0153878566020467e-11,True,1.962426998943556,baseline
20,105,13,(0.5*2.06337*x^2 + 1.83755*x^3 + 0.410588*x^4 - -2.46979)/2.46979 = 0,nan,inf,False,2.8606459964066744,-1.6658522752451232,2.991869422314108e-11,True,1.8492809977033176,baseline
20,106,5,3.62791*exp(-0.378646*x)*sin(2.58675*x) - -0.704866 = 0,nan,inf,False,2.1666669999831356,4.302892576021481,3.263955772325744e-11,True,2.140081996913068,baseline
20,107,10,(626.962*exp(-5.86021/(1+x)) - 7.1787)/5.39144 = 0,nan,inf,False,2.5962020008591935,0.31107710563402396,7.172571526932641e-11,True,1.9691480047185905,baseline
20,108,2,(0.5*0.838388*x^2 + -1.89814*x^3 + 0.509076*x^4 - -2.18288)/2.18288 = 0,nan,inf,False,4.006121998827439,1.3423335718710252,8.662636604439826e-11,True,1.83405199641129,baseline
20,109,13,(0.5*0.559618*x^2 + 1.72628*x^3 + 0.709977*x^4 - 2.05727)/2.05727 = 0,nan,inf,False,3.2284379994962364,0.9154149726001188,9.353100252155231e-11,True,1.8451890064170584,baseline
20,110,5,4.82871*exp(-0.595589*x)*sin(1.15185*x) - -0.0314181 = 0,nan,inf,False,2.58184799895389,5.32003447085442,2.8402724616682917e-11,True,2.131576002284419,baseline
20,111,0,(1.98653 * exp(-0.129134*x) * cos(1.98051*x) - 0.515694)/1.47084 = 0,nan,inf,False,2.5620739979785867,6.797591206400497,9.102539565213889e-11,True,2.2410269957617857,baseline
20,112,0,(2.65307 * exp(-0.620167*x) * cos(1.36914*x) - 0.163162)/2.48991 = 0,nan,inf,False,2.483671996742487,4.477994021206001,6.033431941878055e-11,True,2.2963099982007407,baseline
20,113,12,4.15905*exp(-0.154134*x)*sin(0.703551*x) - -0.165659 = 0,nan,inf,False,2.57257300108904,8.712970666819185,7.171038762798787e-11,True,2.1983929982525297,baseline
20,114,11,(0.222704*(exp(0.874937*x)-1) - -1.39748)/1.39748 = 0,nan,inf,False,6.183408993820194,nan,inf,False,1.3802219982608221,none
20,115,3,4.95524*x + 1.60315*tanh(0.348993*x) - 0.756059 = 0,nan,inf,False,5.023712001275271,0.13710875224965446,5.727751606343645e-12,True,1.9953120063291863,baseline
20,116,0,(1.8791 * exp(-0.341639*x) * cos(2.33333*x) - 0.873966)/1.00514 = 0,nan,inf,False,2.5909300020430237,0.4294414191829097,2.8647827599722874e-11,True,2.1810499965795316,baseline
20,117,5,(3.54659*exp(-0.0610775*x)*sin(0.845988*x) - 1.23243)/1.23243 = 0,nan,inf,False,2.5958530022762716,8.146149516940838,7.171340065232084e-11,True,2.156315000320319,baseline
20,118,1,(1.25057*exp(-0.297848*x)*cos(0.541607*x) + 0.394339*cos(0.914517*x) - -0.104206)/1.74911 = 0,nan,inf,False,2.2155160040711053,11.616051308651187,5.788028735410761e-11,True,2.3473659966839477,baseline
20,119,2,(0.5*3.67604*x^2 + -0.523681*x^3 + 1.04267*x^4 - 1.79402)/1.79402 = 0,nan,inf,False,3.151703996991273,0.9005692477664887,6.465757895188239e-11,True,1.841022000007797,baseline
20,120,12,4.97043*exp(-0.0783865*x)*sin(0.786789*x) - -0.077289 = 0,nan,inf,False,2.565603004768491,12.0295446875858,5.272894620933499e-11,True,2.1137060030014254,baseline
20,121,0,(2.22987 * exp(-0.727161*x) * cos(1.98006*x) - 0.811936)/1.41794 = 0,nan,inf,False,2.1639769984176382,0.5121371422136274,6.693636199689517e-11,True,2.1399750039563514,baseline
20,122,1,(1.78369*exp(-0.232835*x)*cos(1.26215*x) + 0.77387*cos(2.43935*x) - -0.468875)/3.02643 = 0,nan,inf,False,2.2562720041605644,3.1762363523092443,2.5896087872802398e-11,True,2.439005002088379,baseline
20,123,9,1.82518 + 2.33815*x + 2.68463*log(1+-0.253746*x) - 2.00789 = 0,nan,inf,False,2.4685899988980964,0.11092390708463516,2.7992719253688847e-11,True,1.954685001692269,baseline
20,124,12,(2.15839*exp(-0.490169*x)*sin(0.894705*x) - 1.98474)/1.98474 = 0,nan,inf,False,2.426812003250234,nan,inf,False,1.481038001656998,none
20,125,12,(3.91931*exp(-0.221495*x)*sin(2.65308*x) - -1.95142)/1.95142 = 0,nan,inf,False,2.4040680000325665,1.47097869188056,9.184455405198659e-11,True,2.202228002715856,baseline
20,126,0,(0.985373 * exp(-0.781359*x) * cos(1.93848*x) - -0.736562)/1.72193 = 0,nan,inf,False,2.631885996379424,nan,inf,False,1.4978359977249056,none
20,127,9,(-0.363871 + -0.393441*x + 0.19682*log(1+0.144638*x) - -2.07615)/1.71228 = 0,nan,inf,False,2.6045649938168935,4.607529522932925,2.885018544005727e-11,True,1.9662999984575436,baseline
20,128,0,(1.29591 * exp(-0.0897393*x) * cos(2.99126*x) - -0.152299)/1.44821 = 0,nan,inf,False,2.540163004596252,16.10447910564065,9.534993991875474e-11,True,2.2244779975153506,baseline
20,129,1,(1.66288*exp(-0.47651*x)*cos(1.04707*x) + 1.38186*cos(1.35612*x) - -0.427195)/3.47194 = 0,nan,inf,False,2.5270280020777136,17.142604057590752,2.335611294709264e-11,True,2.420338998490479,baseline
20,130,2,0.5*4.11975*x^2 + -1.24993*x^3 + 0.821622*x^4 - 0.956388 = 0,nan,inf,False,3.903040000295732,0.7768582818024561,4.095734862374911e-11,True,1.861391996499151,baseline
20,131,11,(0.81283*(exp(0.882332*x)-1) - 1.45632)/1.45632 = 0,nan,inf,False,5.986803000268992,1.1635513678232619,8.344130459946801e-11,True,2.0794930023839697,baseline
20,132,0,0.745455 * exp(-0.463581*x) * cos(2.04608*x) - 0.622477 = 0,nan,inf,False,2.094808005494997,0.20103153796709416,2.2817303602096217e-12,True,2.17415999941295,baseline
20,133,13,0.5*3.94262*x^2 + -0.44918*x^3 + 0.191233*x^4 - 0.938027 = 0,nan,inf,False,2.899789993534796,0.733227195474386,1.1154188683804023e-11,True,1.8516179989092052,baseline
20,134,13,0.5*0.553484*x^2 + -1.79039*x^3 + 0.144006*x^4 - 0.438783 = 0,nan,inf,False,3.1507690000580624,-0.5709676590258768,2.3088975176221993e-11,True,1.8426090027787723,baseline
20,135,5,(0.921092*exp(-0.194195*x)*sin(2.95822*x) - 1.84682)/1.84682 = 0,nan,inf,False,2.285153001139406,nan,inf,False,1.4911179969203658,none
